A_x,A_y,B_x,B_y,A_native_x,A_native_y,B_native_x,B_native_y,A_lon,A_lat,B_lon,B_lat,geo_distance_deg
650.0,6920.0,570.0,6620.0,6500,69200,5700,66200,56.7509429,-62.2453652,56.7507017,-62.2451938,0.0002958976174265395
660.0,6920.0,580.0,6620.0,6600,69200,5800,66200,56.7528504,-62.2453157,56.7526564,-62.245168,0.00024382635214433032
670.0,6920.0,590.0,6620.0,6700,69200,5900,66200,56.7547579,-62.2452661,56.7546114,-62.2451421,0.00019193293099355682
680.0,6920.0,600.0,6620.0,6800,69200,6000,66200,56.7566656,-62.2452165,56.7565667,-62.2451162,0.00014085914950567912
690.0,6920.0,610.0,6620.0,6900,69200,6100,66200,56.7585733,-62.2451668,56.7585222,-62.2450903,9.199706516967014e-05
700.0,6920.0,620.0,6620.0,7000,69200,6200,66200,56.760481,-62.2451171,56.7604779,-62.2450643,5.2890925496566005e-05
710.0,6920.0,630.0,6620.0,7100,69200,6300,66200,56.7623889,-62.2450674,56.7624339,-62.2450383,5.3589271317701e-05
720.0,6920.0,640.0,6620.0,7200,69200,6400,66200,56.7642968,-62.2450177,56.7643901,-62.2450123,9.345613944832486e-05
730.0,6920.0,650.0,6620.0,7300,69200,6500,66200,56.7662047,-62.2449679,56.7663465,-62.2449863,0.00014298881074575597
740.0,6920.0,660.0,6620.0,7400,69200,6600,66200,56.7681128,-62.2449181,56.7683032,-62.2449602,0.0001949988974341594
750.0,6920.0,670.0,6620.0,7500,69200,6700,66200,56.7700209,-62.2448682,56.7702601,-62.2449341,0.00024811176917215763
760.0,6920.0,680.0,6620.0,7600,69200,6800,66200,56.7719291,-62.2448183,56.7722172,-62.244908,0.0003017411142021847
770.0,6920.0,690.0,6620.0,7700,69200,6900,66200,56.7738374,-62.2447684,56.7741746,-62.2448818,0.0003557575016828327
780.0,6920.0,700.0,6620.0,7800,69200,7000,66200,56.7757457,-62.2447185,56.7761323,-62.2448556,0.0004101901632170268
790.0,6920.0,710.0,6620.0,7900,69200,7100,66200,56.7776541,-62.2446685,56.7780901,-62.2448294,0.00046474165941910766
800.0,6920.0,720.0,6620.0,8000,69200,7200,66200,56.7795626,-62.2446185,56.7800482,-62.2448032,0.0005195396520034857
810.0,6920.0,730.0,6620.0,8100,69200,7300,66200,56.7814712,-62.2445685,56.7820066,-62.2447769,0.0005745291289425624
820.0,6920.0,740.0,6620.0,8200,69200,7400,66200,56.7833798,-62.2445184,56.7839652,-62.2447506,0.0006297697992133375
830.0,6920.0,750.0,6620.0,8300,69200,7500,66200,56.7852885,-62.2444683,56.785924,-62.2447243,0.000685124988598313
840.0,6920.0,760.0,6620.0,8400,69200,7600,66200,56.7871972,-62.2444182,56.7878831,-62.2446979,0.0007407367278600702
850.0,6920.0,770.0,6620.0,8500,69200,7700,66200,56.7891061,-62.244368,56.7898424,-62.2446715,0.000796398103965842
860.0,6920.0,780.0,6620.0,8600,69200,7800,66200,56.791015,-62.2443178,56.7918019,-62.2446451,0.0008522540114329484
870.0,6920.0,790.0,6620.0,8700,69200,7900,66200,56.792924,-62.2442676,56.7937617,-62.2446187,0.0009083019872234967
880.0,6920.0,800.0,6610.0,8800,69200,8000,66100,56.794833,-62.2442173,56.7956201,-62.2437071,0.000937992777161232
890.0,6920.0,810.0,6610.0,8900,69200,8100,66100,56.7967421,-62.244167,56.7975804,-62.2436806,0.0009691913381765997
920.0,6920.0,830.0,6620.0,9200,69200,8300,66200,56.80247,-62.244016,56.8016032,-62.2445126,0.000998976376093693
930.0,6920.0,840.0,6620.0,9300,69200,8400,66200,56.8043794,-62.2439656,56.8035642,-62.244486,0.0009671438362558591
940.0,6920.0,850.0,6610.0,9400,69200,8500,66100,56.8062889,-62.2439151,56.8054236,-62.2435743,0.00092999394084268
950.0,6920.0,860.0,6610.0,9500,69200,8600,66100,56.8081984,-62.2438646,56.807385,-62.2435477,0.0008729519860850638
960.0,6920.0,870.0,6610.0,9600,69200,8700,66100,56.810108,-62.2438141,56.8093466,-62.243521,0.0008158661471117445
970.0,6920.0,880.0,6610.0,9700,69200,8800,66100,56.8120177,-62.2437636,56.8113085,-62.2434943,0.0007586086804101461
980.0,6920.0,890.0,6610.0,9800,69200,8900,66100,56.8139275,-62.243713,56.8132707,-62.2434676,0.0007011472028045699
990.0,6920.0,900.0,6610.0,9900,69200,9000,66100,56.8158374,-62.2436624,56.815233,-62.2434408,0.0006437436756960327
1000.0,6920.0,910.0,6610.0,10000,69200,9100,66100,56.8177473,-62.2436117,56.8171956,-62.243414,0.0005860530522088355
1010.0,6920.0,920.0,6610.0,10100,69200,9200,66100,56.8196573,-62.2435611,56.8191585,-62.2433872,0.0005282448769298096
1020.0,6920.0,930.0,6610.0,10200,69200,9300,66100,56.8215673,-62.2435104,56.8211216,-62.2433604,0.00047026427676313473
1030.0,6920.0,940.0,6610.0,10300,69200,9400,66100,56.8234775,-62.2434596,56.8230849,-62.2433335,0.00041235418029237925
1040.0,6920.0,950.0,6610.0,10400,69200,9500,66100,56.8253877,-62.2434089,56.8250485,-62.2433066,0.00035429074218747223
1050.0,6920.0,960.0,6610.0,10500,69200,9600,66100,56.8272979,-62.2433581,56.8270123,-62.2432796,0.00029619184661123924
1060.0,6920.0,970.0,6610.0,10600,69200,9700,66100,56.8292083,-62.2433072,56.8289764,-62.2432527,0.00023821809334670165
1070.0,6920.0,980.0,6610.0,10700,69200,9800,66100,56.8311187,-62.2432564,56.8309406,-62.2432257,0.00018072658907743966
1080.0,6920.0,990.0,6610.0,10800,69200,9900,66100,56.8330292,-62.2432055,56.8329052,-62.2431987,0.00012418631164468508
1090.0,6920.0,1000.0,6610.0,10900,69200,10000,66100,56.8349398,-62.2431545,56.83487,-62.2431716,7.186410786746634e-05
1100.0,6920.0,1010.0,6610.0,11000,69200,10100,66100,56.8368504,-62.2431036,56.836835,-62.2431445,4.370320354650225e-05
1110.0,6920.0,1020.0,6610.0,11100,69200,10200,66100,56.8387611,-62.2430526,56.8388002,-62.2431174,7.568256074354028e-05
1120.0,6920.0,1030.0,6610.0,11200,69200,10300,66100,56.8406719,-62.2430016,56.8407657,-62.2430903,0.00012909736635660694
1130.0,6920.0,1040.0,6610.0,11300,69200,10400,66100,56.8425828,-62.2429505,56.8427315,-62.2430631,0.0001865219826170098
1140.0,6920.0,1050.0,6610.0,11400,69200,10500,66100,56.8444937,-62.2428994,56.8446975,-62.2430359,0.00024528899282580705
1150.0,6920.0,1060.0,6610.0,11500,69200,10600,66100,56.8464047,-62.2428483,56.8466637,-62.2430087,0.0003046459584492237
1160.0,6920.0,1070.0,6610.0,11600,69200,10700,66100,56.8483158,-62.2427971,56.8486301,-62.2429814,0.00036435007890755366
1170.0,6920.0,1080.0,6610.0,11700,69200,10800,66100,56.8502269,-62.242746,56.8505968,-62.2429542,0.0004244681966860444
1180.0,6920.0,1090.0,6610.0,11800,69200,10900,66100,56.8521381,-62.2426947,56.8525638,-62.2429269,0.0004849096101341717
1190.0,6920.0,1100.0,6610.0,11900,69200,11000,66100,56.8540494,-62.2426435,56.854531,-62.2428995,0.0005454122844240288
1199.9,6920.0,1110.0,6610.0,11999,69200,11100,66100,56.8559417,-62.2425927,56.8564984,-62.2428721,0.0006228798038103718
70.0,6930.0,0.0,6650.0,700,69300,0,66500,56.6405018,-62.2491073,56.6399626,-62.249276,0.0005649746277553341
80.0,6930.0,10.0,6650.0,800,69300,100,66500,56.6424053,-62.2490596,56.6419041,-62.2492517,0.0005367530624058379
90.0,6930.0,20.0,6650.0,900,69300,200,66500,56.6443088,-62.2490118,56.6438458,-62.2492275,0.0005107792967602698
100.0,6930.0,30.0,6650.0,1000,69300,300,66500,56.6462124,-62.248964,56.6457877,-62.2492032,0.000487428692221693
110.0,6930.0,40.0,6650.0,1100,69300,400,66500,56.648116,-62.2489162,56.6477299,-62.2491789,0.0004669951819882617
120.0,6930.0,50.0,6650.0,1200,69300,500,66500,56.6500197,-62.2488684,56.6496723,-62.2491545,0.0004500444089242424
130.0,6930.0,60.0,6650.0,1300,69300,600,66500,56.6519235,-62.2488205,56.6516149,-62.2491302,0.0004372048147081131
140.0,6930.0,70.0,6650.0,1400,69300,700,66500,56.6538274,-62.2487726,56.6535578,-62.2491058,0.0004286098458945352
150.0,6930.0,80.0,6650.0,1500,69300,800,66500,56.6557313,-62.2487246,56.6555009,-62.2490813,0.00042463990627121637
160.0,6930.0,90.0,6650.0,1600,69300,900,66500,56.6576353,-62.2486767,56.6574443,-62.2490569,0.0004254797762549982
170.0,6930.0,100.0,6650.0,1700,69300,1000,66500,56.6595394,-62.2486287,56.6593878,-62.2490324,0.0004312264486327948
180.0,6930.0,110.0,6650.0,1800,69300,1100,66500,56.6614435,-62.2485806,56.6613316,-62.2490079,0.00044170906715249497
190.0,6930.0,120.0,6650.0,1900,69300,1200,66500,56.6633477,-62.2485325,56.6632757,-62.2489833,0.0004565135704408999
200.0,6930.0,130.0,6640.0,2000,69300,1300,66400,56.665252,-62.2484844,56.6651223,-62.2480733,0.0004310745875150923
210.0,6930.0,140.0,6640.0,2100,69300,1400,66400,56.6671564,-62.2484363,56.6670668,-62.2480487,0.00039782146749902444
220.0,6930.0,150.0,6640.0,2200,69300,1500,66400,56.6690608,-62.2483882,56.6690115,-62.2480241,0.0003674225088347909
230.0,6930.0,160.0,6640.0,2300,69300,1600,66400,56.6709653,-62.24834,56.6709564,-62.2479994,0.0003407162602530184
240.0,6930.0,170.0,6640.0,2400,69300,1700,66400,56.6728699,-62.2482917,56.6729016,-62.2479748,0.00031848155362743775
250.0,6930.0,180.0,6640.0,2500,69300,1800,66400,56.6747745,-62.2482435,56.674847,-62.24795,0.0003023218483653498
260.0,6930.0,190.0,6640.0,2600,69300,1900,66400,56.6766792,-62.2481952,56.6767926,-62.2479253,0.000292755136588256
270.0,6930.0,200.0,6640.0,2700,69300,2000,66400,56.678584,-62.2481469,56.6787385,-62.2479005,0.00029083192741012647
280.0,6930.0,210.0,6640.0,2800,69300,2100,66400,56.6804888,-62.2480985,56.6806846,-62.2478757,0.00029660997959994373
290.0,6930.0,220.0,6640.0,2900,69300,2200,66400,56.6823937,-62.2480501,56.6826309,-62.2478509,0.00030974905972304775
300.0,6930.0,230.0,6640.0,3000,69300,2300,66400,56.6842987,-62.2480017,56.6845775,-62.2478261,0.0003294917297962503
310.0,6930.0,240.0,6640.0,3100,69300,2400,66400,56.6862038,-62.2479532,56.6865243,-62.2478012,0.0003547171408326828
320.0,6930.0,250.0,6640.0,3200,69300,2500,66400,56.6881089,-62.2479048,56.6884714,-62.2477763,0.00038460174206114483
330.0,6930.0,260.0,6640.0,3300,69300,2600,66400,56.6900141,-62.2478563,56.6904187,-62.2477514,0.0004179774754735969
340.0,6930.0,270.0,6640.0,3400,69300,2700,66400,56.6919194,-62.2478077,56.6923662,-62.2477264,0.0004541364662739637
350.0,6930.0,280.0,6640.0,3500,69300,2800,66400,56.6938247,-62.2477591,56.694314,-62.2477014,0.0004926903490011899
360.0,6930.0,290.0,6640.0,3600,69300,2900,66400,56.6957301,-62.2477105,56.696262,-62.2476764,0.0005329919511569118
370.0,6930.0,300.0,6640.0,3700,69300,3000,66400,56.6976356,-62.2476619,56.6982102,-62.2476513,0.0005746977640465879
380.0,6930.0,310.0,6640.0,3800,69300,3100,66400,56.6995411,-62.2476132,56.7001587,-62.2476263,0.000617738917348173
390.0,6930.0,320.0,6640.0,3900,69300,3200,66400,56.7014468,-62.2475645,56.7021074,-62.2476011,0.0006616131195827336
400.0,6930.0,330.0,6640.0,4000,69300,3300,66400,56.7033524,-62.2475158,56.7040563,-62.247576,0.0007064695676367477
410.0,6930.0,340.0,6640.0,4100,69300,3400,66400,56.7052582,-62.247467,56.7060055,-62.2475508,0.0007519838628590796
420.0,6930.0,350.0,6640.0,4200,69300,3500,66400,56.707164,-62.2474182,56.7079549,-62.2475257,0.0007981723247501915
430.0,6930.0,360.0,6640.0,4300,69300,3600,66400,56.7090699,-62.2473694,56.7099046,-62.2475004,0.0008449172089610678
440.0,6930.0,370.0,6640.0,4400,69300,3700,66400,56.7109759,-62.2473205,56.7118545,-62.2474752,0.0008921154914016788
450.0,6930.0,380.0,6640.0,4500,69300,3800,66400,56.712882,-62.2472716,56.7138046,-62.2474499,0.0009396710328649753
470.0,6930.0,390.0,6640.0,4700,69300,3900,66400,56.7166943,-62.2471738,56.715755,-62.2474246,0.0009722063206951464
480.0,6930.0,400.0,6640.0,4800,69300,4000,66400,56.7186005,-62.2471248,56.7177056,-62.2473993,0.0009360535561577529
490.0,6930.0,410.0,6640.0,4900,69300,4100,66400,56.7205069,-62.2470758,56.7196564,-62.2473739,0.0009012290829742884
500.0,6930.0,420.0,6640.0,5000,69300,4200,66400,56.7224133,-62.2470267,56.7216075,-62.2473485,0.0008676801714942763
510.0,6930.0,430.0,6640.0,5100,69300,4300,66400,56.7243197,-62.2469776,56.7235588,-62.2473231,0.0008356668355306493
520.0,6930.0,440.0,6640.0,5200,69300,4400,66400,56.7262263,-62.2469285,56.7255103,-62.2472977,0.0008055834159115053
530.0,6930.0,450.0,6640.0,5300,69300,4500,66400,56.7281329,-62.2468794,56.7274621,-62.2472722,0.0007773445053529975
540.0,6930.0,460.0,6640.0,5400,69300,4600,66400,56.7300396,-62.2468302,56.7294142,-62.2472467,0.000751396972309766
550.0,6930.0,470.0,6640.0,5500,69300,4700,66400,56.7319463,-62.246781,56.7313664,-62.2472212,0.0007280522302677224
560.0,6930.0,480.0,6640.0,5600,69300,4800,66400,56.7338531,-62.2467317,56.7333189,-62.2471956,0.0007075117313490983
570.0,6930.0,490.0,6640.0,5700,69300,4900,66400,56.73576,-62.2466825,56.7352717,-62.24717,0.0006899950289669534
580.0,6930.0,500.0,6630.0,5800,69300,5000,66300,56.737667,-62.2466332,56.7371249,-62.2462591,0.0006586525791345323
590.0,6930.0,510.0,6630.0,5900,69300,5100,66300,56.739574,-62.2465838,56.739078,-62.2462334,0.0006072858964274971
600.0,6930.0,520.0,6630.0,6000,69300,5200,66300,56.7414811,-62.2465344,56.7410314,-62.2462078,0.0005557856151472324
610.0,6930.0,530.0,6630.0,6100,69300,5300,66300,56.7433883,-62.246485,56.7429851,-62.2461821,0.0005043001586371867
620.0,6930.0,540.0,6630.0,6200,69300,5400,66300,56.7452956,-62.2464356,56.7449389,-62.2461563,0.0004530379454258728
630.0,6930.0,550.0,6630.0,6300,69300,5500,66300,56.7472029,-62.2463862,56.746893,-62.2461306,0.0004017080656396898
640.0,6930.0,560.0,6630.0,6400,69300,5600,66300,56.7491103,-62.2463367,56.7488474,-62.2461048,0.00035056243381032133
650.0,6930.0,570.0,6630.0,6500,69300,5700,66300,56.7510178,-62.2462871,56.750802,-62.246079,0.00029979201123531146
660.0,6930.0,580.0,6630.0,6600,69300,5800,66300,56.7529253,-62.2462376,56.7527568,-62.2460531,0.0002498649635332323
670.0,6930.0,590.0,6630.0,6700,69300,5900,66300,56.7548329,-62.246188,56.7547119,-62.2460273,0.00020116035891399627
680.0,6930.0,600.0,6630.0,6800,69300,6000,66300,56.7567406,-62.2461384,56.7566672,-62.2460014,0.00015542380770116896
690.0,6930.0,610.0,6630.0,6900,69300,6100,66300,56.7586483,-62.2460887,56.7586227,-62.2459754,0.0001161561449110088
700.0,6930.0,620.0,6630.0,7000,69300,6200,66300,56.7605561,-62.246039,56.7605785,-62.2459495,9.226055495281442e-05
710.0,6930.0,630.0,6630.0,7100,69300,6300,66300,56.762464,-62.2459893,56.7625345,-62.2459235,9.643593728076364e-05
720.0,6930.0,640.0,6630.0,7200,69300,6400,66300,56.764372,-62.2459396,56.7644907,-62.2458975,0.00012594482919326
730.0,6930.0,650.0,6630.0,7300,69300,6500,66300,56.76628,-62.2458898,56.7664472,-62.2458714,0.00016820939331690945
740.0,6930.0,660.0,6630.0,7400,69300,6600,66300,56.7681881,-62.24584,56.768404,-62.2458454,0.00021596752069971676
750.0,6930.0,670.0,6630.0,7500,69300,6700,66300,56.7700963,-62.2457901,56.7703609,-62.2458193,0.0002662063109708103
760.0,6930.0,680.0,6630.0,7600,69300,6800,66300,56.7720046,-62.2457402,56.7723181,-62.2457931,0.00031793184804017533
770.0,6930.0,690.0,6630.0,7700,69300,6900,66300,56.7739129,-62.2456903,56.7742756,-62.245767,0.0003707211620650388
780.0,6930.0,700.0,6630.0,7800,69300,7000,66300,56.7758213,-62.2456404,56.7762333,-62.2457408,0.00042405678865420826
790.0,6930.0,710.0,6630.0,7900,69300,7100,66300,56.7777298,-62.2455904,56.7781912,-62.2457146,0.0004778238169027375
800.0,6930.0,720.0,6630.0,8000,69300,7200,66300,56.7796383,-62.2455404,56.7801494,-62.2456883,0.0005320691872261096
810.0,6930.0,730.0,6630.0,8100,69300,7300,66300,56.7815469,-62.2454904,56.7821078,-62.2456621,0.0005865915955709721
820.0,6930.0,740.0,6630.0,8200,69300,7400,66300,56.7834556,-62.2454403,56.7840664,-62.2456357,0.0006412938484012257
830.0,6930.0,750.0,6630.0,8300,69300,7500,66300,56.7853643,-62.2453902,56.7860253,-62.2456094,0.0006963976163081579
840.0,6930.0,760.0,6630.0,8400,69300,7600,66300,56.7872731,-62.2453401,56.7879844,-62.2455831,0.0007516626171344069
850.0,6930.0,770.0,6630.0,8500,69300,7700,66300,56.789182,-62.2452899,56.7899438,-62.2455567,0.000807168805151128
860.0,6930.0,780.0,6630.0,8600,69300,7800,66300,56.791091,-62.2452397,56.7919034,-62.2455303,0.0008628105933524912
870.0,6930.0,790.0,6630.0,8700,69300,7900,66300,56.793,-62.2451895,56.7938632,-62.2455038,0.0009186396083316514
880.0,6930.0,800.0,6630.0,8800,69300,8000,66300,56.7949092,-62.2451392,56.7958233,-62.2454773,0.0009746232195086635
910.0,6930.0,820.0,6630.0,9100,69300,8200,66300,56.8006369,-62.2449883,56.7997442,-62.2454243,0.000993483412042193
920.0,6930.0,830.0,6630.0,9200,69300,8300,66300,56.8025463,-62.2449379,56.801705,-62.2453977,0.000958750087358202
930.0,6930.0,840.0,6630.0,9300,69300,8400,66300,56.8044558,-62.2448875,56.803666,-62.2453711,0.0009260955674238325
940.0,6930.0,850.0,6630.0,9400,69300,8500,66300,56.8063653,-62.244837,56.8056273,-62.2453445,0.0008956563236045918
950.0,6930.0,860.0,6620.0,9500,69300,8600,66200,56.8082749,-62.2447865,56.8074869,-62.2444328,0.0008637405223784584
960.0,6930.0,870.0,6620.0,9600,69300,8700,66200,56.8101846,-62.244736,56.8094486,-62.2444061,0.0008065544060987163
970.0,6930.0,880.0,6620.0,9700,69300,8800,66200,56.8120944,-62.2446855,56.8114106,-62.2443794,0.0007491859915923822
980.0,6930.0,890.0,6620.0,9800,69300,8900,66200,56.8140042,-62.2446349,56.8133728,-62.2443527,0.000691594389794723
990.0,6930.0,900.0,6620.0,9900,69300,9000,66200,56.8159141,-62.2445843,56.8153352,-62.2443259,0.0006339524982210941
1000.0,6930.0,910.0,6620.0,10000,69300,9100,66200,56.8178241,-62.2445336,56.8172978,-62.2442991,0.000576178739631495
1010.0,6930.0,920.0,6620.0,10100,69300,9200,66200,56.8197341,-62.244483,56.8192607,-62.2442723,0.0005181718344321896
1020.0,6930.0,930.0,6620.0,10200,69300,9300,66200,56.8216442,-62.2444323,56.8212239,-62.2442454,0.00045998228227026375
1030.0,6930.0,940.0,6620.0,10300,69300,9400,66200,56.8235544,-62.2443815,56.8231873,-62.2442186,0.00040162024351189174
1040.0,6930.0,950.0,6620.0,10400,69300,9500,66200,56.8254647,-62.2443308,56.8251509,-62.2441916,0.0003432886249212394
1050.0,6930.0,960.0,6620.0,10500,69300,9600,66200,56.827375,-62.2442799,56.8271148,-62.2441647,0.0002845612060774493
1060.0,6930.0,970.0,6620.0,10600,69300,9700,66200,56.8292854,-62.2442291,56.8290789,-62.2441377,0.00022582340445789515
1070.0,6930.0,980.0,6620.0,10700,69300,9800,66200,56.8311959,-62.2441783,56.8310432,-62.2441108,0.00016695370615278836
1080.0,6930.0,990.0,6620.0,10800,69300,9900,66200,56.8331065,-62.2441274,56.8330078,-62.2440837,0.00010794155826651413
1090.0,6930.0,1000.0,6620.0,10900,69300,10000,66200,56.8350171,-62.2440764,56.8349727,-62.2440567,4.857417008912068e-05
1100.0,6930.0,1010.0,6620.0,11000,69300,10100,66200,56.8369278,-62.2440255,56.8369377,-62.2440296,1.0715409466032761e-05
1110.0,6930.0,1020.0,6620.0,11100,69300,10200,66200,56.8388386,-62.2439745,56.838903,-62.2440025,7.022364274191526e-05
1120.0,6930.0,1030.0,6620.0,11200,69300,10300,66200,56.8407494,-62.2439234,56.8408686,-62.2439754,0.00013004860629673635
1130.0,6930.0,1040.0,6620.0,11300,69300,10400,66200,56.8426603,-62.2438724,56.8428344,-62.2439482,0.00018988536015310692
1140.0,6930.0,1050.0,6620.0,11400,69300,10500,66200,56.8445713,-62.2438213,56.8448004,-62.243921,0.00024985375722468803
1150.0,6930.0,1060.0,6620.0,11500,69300,10600,66200,56.8464823,-62.2437702,56.8467667,-62.2438938,0.000310097275066235
1160.0,6930.0,1070.0,6620.0,11600,69300,10700,66200,56.8483935,-62.243719,56.8487332,-62.2438665,0.0003703408430078471
1170.0,6930.0,1080.0,6620.0,11700,69300,10800,66200,56.8503047,-62.2436678,56.8507,-62.2438392,0.0004308596639284403
1180.0,6930.0,1090.0,6620.0,11800,69300,10900,66200,56.852216,-62.2436166,56.852667,-62.2438119,0.0004914703348078813
1190.0,6930.0,1100.0,6620.0,11900,69300,11000,66200,56.8541273,-62.2435654,56.8546342,-62.2437846,0.0005522646557550153
1199.9,6930.0,1110.0,6620.0,11999,69300,11100,66200,56.8560196,-62.2435146,56.8566017,-62.2437572,0.0006306307715254042
70.0,6940.0,0.0,6660.0,700,69400,0,66600,56.6405716,-62.2500295,56.6400596,-62.2501614,0.0005287169469595917
80.0,6940.0,10.0,6660.0,800,69400,100,66600,56.6424751,-62.2499818,56.6420011,-62.2501372,0.000498823776494476
90.0,6940.0,20.0,6660.0,900,69400,200,66600,56.6443787,-62.249934,56.6439429,-62.2501129,0.0004710911270619377
100.0,6940.0,30.0,6660.0,1000,69400,300,66600,56.6462823,-62.2498863,56.6458848,-62.2500886,0.0004460174211883025
110.0,6940.0,40.0,6660.0,1100,69400,400,66600,56.6481861,-62.2498384,56.6478271,-62.2500643,0.0004241601230615918
120.0,6940.0,50.0,6660.0,1200,69400,500,66600,56.6500898,-62.2497906,56.6497695,-62.25004,0.00040594636345733033
130.0,6940.0,60.0,6660.0,1300,69400,600,66600,56.6519937,-62.2497427,56.6517122,-62.2500156,0.0003920671626127917
140.0,6940.0,70.0,6660.0,1400,69400,700,66600,56.6538976,-62.2496948,56.6536551,-62.2499912,0.00038296110768227805
150.0,6940.0,80.0,6660.0,1500,69400,800,66600,56.6558016,-62.2496469,56.6555983,-62.2499668,0.0003790341673236726
160.0,6940.0,90.0,6660.0,1600,69400,900,66600,56.6577056,-62.2495989,56.6575417,-62.2499423,0.0003805085675749068
170.0,6940.0,100.0,6660.0,1700,69400,1000,66600,56.6596098,-62.2495509,56.6594853,-62.2499178,0.00038744788036148447
180.0,6940.0,110.0,6660.0,1800,69400,1100,66600,56.661514,-62.2495028,56.6614292,-62.2498933,0.00039960141390536416
190.0,6940.0,120.0,6660.0,1900,69400,1200,66600,56.6634182,-62.2494548,56.6633733,-62.2498688,0.00041642767679307674
200.0,6940.0,130.0,6660.0,2000,69400,1300,66600,56.6653226,-62.2494067,56.6653176,-62.2498442,0.000437528570492466
210.0,6940.0,140.0,6650.0,2100,69400,1400,66500,56.667227,-62.2493585,56.6671645,-62.2489342,0.00042887846763251745
220.0,6940.0,150.0,6650.0,2200,69400,1500,66500,56.6691315,-62.2493104,56.6691092,-62.2489095,0.0004015197379907849
230.0,6940.0,160.0,6650.0,2300,69400,1600,66500,56.671036,-62.2492622,56.6710542,-62.2488849,0.00037773870598270456
240.0,6940.0,170.0,6650.0,2400,69400,1700,66500,56.6729406,-62.2492139,56.6729994,-62.2488602,0.00035855422183985727
250.0,6940.0,180.0,6650.0,2500,69400,1800,66500,56.6748453,-62.2491657,56.6749449,-62.2488355,0.0003448944766157641
260.0,6940.0,190.0,6650.0,2600,69400,1900,66500,56.6767501,-62.2491174,56.6768906,-62.2488107,0.0003373501741543749
270.0,6940.0,200.0,6650.0,2700,69400,2000,66500,56.6786549,-62.2490691,56.6788365,-62.248786,0.00033633936730652396
280.0,6940.0,210.0,6650.0,2800,69400,2100,66500,56.6805598,-62.2490207,56.6807827,-62.2487612,0.00034208867272216773
290.0,6940.0,220.0,6650.0,2900,69400,2200,66500,56.6824648,-62.2489723,56.6827291,-62.2487364,0.0003542644492501418
300.0,6940.0,230.0,6650.0,3000,69400,2300,66500,56.6843698,-62.2489239,56.6846757,-62.2487115,0.00037240914328389975
310.0,6940.0,240.0,6650.0,3100,69400,2400,66500,56.6862749,-62.2488755,56.6866226,-62.2486866,0.0003957000126338234
320.0,6940.0,250.0,6650.0,3200,69400,2500,66500,56.6881801,-62.248827,56.6885697,-62.2486617,0.00042321655213839677
330.0,6940.0,260.0,6650.0,3300,69400,2600,66500,56.6900854,-62.2487785,56.6905171,-62.2486368,0.00045436084778524967
340.0,6940.0,270.0,6650.0,3400,69400,2700,66500,56.6919907,-62.2487299,56.6924646,-62.2486118,0.0004883941236370041
350.0,6940.0,280.0,6650.0,3500,69400,2800,66500,56.6938961,-62.2486813,56.6944125,-62.2485868,0.0005249754375163588
360.0,6940.0,290.0,6650.0,3600,69400,2900,66500,56.6958016,-62.2486327,56.6963605,-62.2485618,0.0005633791085888036
370.0,6940.0,300.0,6650.0,3700,69400,3000,66500,56.6977071,-62.2485841,56.6983088,-62.2485368,0.0006035562774067597
380.0,6940.0,310.0,6650.0,3800,69400,3100,66500,56.6996127,-62.2485354,56.7002573,-62.2485117,0.0006450355416504253
390.0,6940.0,320.0,6650.0,3900,69400,3200,66500,56.7015184,-62.2484867,56.7022061,-62.2484866,0.0006877000072709031
400.0,6940.0,330.0,6650.0,4000,69400,3300,66500,56.7034241,-62.248438,56.7041551,-62.2484614,0.0007313744321498259
410.0,6940.0,340.0,6650.0,4100,69400,3400,66500,56.7053299,-62.2483892,56.7061043,-62.2484363,0.0007758310189701639
420.0,6940.0,350.0,6650.0,4200,69400,3500,66500,56.7072358,-62.2483404,56.7080538,-62.2484111,0.0008210496270045141
430.0,6940.0,360.0,6650.0,4300,69400,3600,66500,56.7091418,-62.2482916,56.7100035,-62.2483859,0.00086684449585998
440.0,6940.0,370.0,6650.0,4400,69400,3700,66500,56.7110478,-62.2482427,56.7119534,-62.2483606,0.0009132424486368967
450.0,6940.0,380.0,6650.0,4500,69400,3800,66500,56.7129539,-62.2481938,56.7139036,-62.2483353,0.0009601834928797187
470.0,6940.0,390.0,6650.0,4700,69400,3900,66500,56.7167663,-62.248096,56.715854,-62.24831,0.0009370631195418524
480.0,6940.0,400.0,6650.0,4800,69400,4000,66500,56.7186726,-62.248047,56.7178047,-62.2482847,0.0008998620449782987
490.0,6940.0,410.0,6650.0,4900,69400,4100,66500,56.720579,-62.247998,56.7197556,-62.2482593,0.0008638664538004069
500.0,6940.0,420.0,6650.0,5000,69400,4200,66500,56.7224855,-62.2479489,56.7217067,-62.2482339,0.0008293096164892398
510.0,6940.0,430.0,6650.0,5100,69400,4300,66500,56.724392,-62.2478998,56.7236581,-62.2482085,0.0007961814491678309
520.0,6940.0,440.0,6650.0,5200,69400,4400,66500,56.7262986,-62.2478507,56.7256097,-62.2481831,0.000764900627531886
530.0,6940.0,450.0,6650.0,5300,69400,4500,66500,56.7282053,-62.2478016,56.7275615,-62.2481576,0.0007356727805186362
