A_x,A_y,B_x,B_y,A_native_x,A_native_y,B_native_x,B_native_y,A_lon,A_lat,B_lon,B_lat,geo_distance_deg
790.0,1360.0,800.0,830.0,7900,13600,8000,8300,56.7375773,-61.7319385,56.7383107,-61.7319745,0.0007342830244546147
800.0,1360.0,810.0,830.0,8000,13600,8100,8300,56.7394552,-61.7318886,56.7402394,-61.7319485,0.0007864843609364862
810.0,1360.0,820.0,830.0,8100,13600,8200,8300,56.7413332,-61.7318388,56.7421684,-61.7319224,0.0008393735759458935
820.0,1360.0,830.0,830.0,8200,13600,8300,8300,56.7432112,-61.7317889,56.7440976,-61.7318964,0.0008928948482381587
830.0,1360.0,840.0,830.0,8300,13600,8400,8300,56.7450893,-61.731739,56.7460271,-61.7318703,0.0009469469520542713
850.0,1360.0,850.0,830.0,8500,13600,8500,8300,56.7488458,-61.7316391,56.7479568,-61.7318442,0.0009123524593047675
860.0,1360.0,860.0,830.0,8600,13600,8600,8300,56.7507241,-61.7315891,56.7498867,-61.731818,0.0008681209420358526
870.0,1360.0,870.0,830.0,8700,13600,8700,8300,56.7526025,-61.731539,56.7518169,-61.7317919,0.0008253034411659641
880.0,1360.0,880.0,830.0,8800,13600,8800,8300,56.754481,-61.7314889,56.7537473,-61.7317657,0.0007841772312391248
890.0,1360.0,890.0,830.0,8900,13600,8900,8300,56.7563595,-61.7314388,56.7556779,-61.7317395,0.0007449825836906822
900.0,1360.0,900.0,830.0,9000,13600,9000,8300,56.7582381,-61.7313887,56.7576088,-61.7317132,0.0007080386571389581
910.0,1360.0,910.0,830.0,9100,13600,9100,8300,56.7601168,-61.7313385,56.7595399,-61.7316869,0.0006739407763286558
920.0,1360.0,920.0,830.0,9200,13600,9200,8300,56.7619956,-61.7312883,56.7614713,-61.7316606,0.0006430379304509209
930.0,1360.0,930.0,830.0,9300,13600,9300,8300,56.7638744,-61.7312381,56.7634029,-61.7316343,0.0006158625577187545
940.0,1360.0,940.0,830.0,9400,13600,9400,8300,56.7657533,-61.7311879,56.7653347,-61.7316079,0.0005929805730387088
950.0,1360.0,950.0,830.0,9500,13600,9500,8300,56.7676323,-61.7311376,56.7672667,-61.7315815,0.0005750744038834962
960.0,1360.0,960.0,830.0,9600,13600,9600,8300,56.7695113,-61.7310872,56.769199,-61.7315551,0.0005625492867313643
970.0,1360.0,970.0,820.0,9700,13600,9700,8200,56.7713904,-61.7310369,56.7710322,-61.7306427,0.0005326357855068184
980.0,1360.0,980.0,820.0,9800,13600,9800,8200,56.7732696,-61.7309865,56.7729649,-61.7306162,0.00047954580594629923
990.0,1360.0,990.0,820.0,9900,13600,9900,8200,56.7751489,-61.7309361,56.7748979,-61.7305897,0.0004277779330422805
1000.0,1360.0,1000.0,820.0,10000,13600,10000,8200,56.7770282,-61.7308856,56.7768311,-61.7305632,0.00037787586585910816
1010.0,1360.0,1010.0,820.0,10100,13600,10100,8200,56.7789076,-61.7308351,56.7787645,-61.7305366,0.0003310284881976262
1020.0,1360.0,1020.0,820.0,10200,13600,10200,8200,56.7807871,-61.7307846,56.7806982,-61.73051,0.00028863189359034427
1030.0,1360.0,1030.0,820.0,10300,13600,10300,8200,56.7826666,-61.7307341,56.7826321,-61.7304834,0.0002530627195005431
1040.0,1360.0,1040.0,820.0,10400,13600,10400,8200,56.7845462,-61.7306835,56.7845662,-61.7304567,0.00022768012649330448
1050.0,1360.0,1050.0,820.0,10500,13600,10500,8200,56.7864259,-61.7306329,56.7865006,-61.7304301,0.0002161201749060068
1060.0,1360.0,1060.0,820.0,10600,13600,10600,8200,56.7883057,-61.7305823,56.7884352,-61.7304034,0.0002208516696802671
1070.0,1360.0,1070.0,820.0,10700,13600,10700,8200,56.7901855,-61.7305316,56.7903701,-61.7303766,0.00024104389641474132
1080.0,1360.0,1080.0,820.0,10800,13600,10800,8200,56.7920654,-61.7304809,56.7923052,-61.7303499,0.0002732490439181417
1090.0,1360.0,1090.0,820.0,10900,13600,10900,8200,56.7939454,-61.7304302,56.7942405,-61.7303231,0.00031393378282952746
1100.0,1360.0,1100.0,820.0,11000,13600,11000,8200,56.7958254,-61.7303794,56.7961761,-61.7302963,0.000360411015367939
1110.0,1360.0,1110.0,820.0,11100,13600,11100,8200,56.7977055,-61.7303286,56.7981119,-61.7302694,0.00041068917687539107
1120.0,1360.0,1120.0,820.0,11200,13600,11200,8200,56.7995857,-61.7302778,56.8000479,-61.7302425,0.0004635460387071904
1130.0,1360.0,1130.0,820.0,11300,13600,11300,8200,56.8014659,-61.7302269,56.8019842,-61.7302156,0.0005184231669236304
1140.0,1360.0,1140.0,820.0,11400,13600,11400,8200,56.8033463,-61.730176,56.8039207,-61.7301887,0.0005745403815203311
1150.0,1360.0,1150.0,820.0,11500,13600,11500,8200,56.8052267,-61.7301251,56.8058575,-61.7301617,0.0006318609024173729
1160.0,1360.0,1160.0,820.0,11600,13600,11600,8200,56.8071071,-61.7300742,56.8077945,-61.7301347,0.0006900572512451501
1170.0,1360.0,1170.0,820.0,11700,13600,11700,8200,56.8089877,-61.7300232,56.8097317,-61.7301077,0.0007487831795627629
1180.0,1360.0,1180.0,820.0,11800,13600,11800,8200,56.8108683,-61.7299722,56.8116692,-61.7300807,0.0008082159736059333
1190.0,1360.0,1190.0,820.0,11900,13600,11900,8200,56.812749,-61.7299211,56.8136069,-61.7300536,0.0008680718057923558
1199.9,1360.0,1199.9,820.0,11999,13600,11999,8200,56.8146109,-61.7298706,56.8155254,-61.7300268,0.0009277438709042792
0.0,1370.0,20.0,860.0,0,13700,200,8600,56.5895095,-61.7366979,56.5888663,-61.736574,0.0006550247705240016
10.0,1370.0,30.0,860.0,100,13700,300,8600,56.591382,-61.7366506,56.590777,-61.7365501,0.0006132905102797642
20.0,1370.0,40.0,860.0,200,13700,400,8600,56.5932545,-61.7366032,56.5926879,-61.7365263,0.0005717946921740259
30.0,1370.0,50.0,860.0,300,13700,500,8600,56.5951271,-61.7365557,56.5945991,-61.7365024,0.0005306834178633645
40.0,1370.0,60.0,860.0,400,13700,600,8600,56.5969997,-61.7365083,56.5965105,-61.7364785,0.000490106804683469
50.0,1370.0,70.0,860.0,500,13700,700,8600,56.5988725,-61.7364608,56.5984221,-61.7364545,0.00045044405867820914
60.0,1370.0,80.0,860.0,600,13700,800,8600,56.6007452,-61.7364133,56.600334,-61.7364306,0.0004115637617691273
70.0,1370.0,90.0,860.0,700,13700,900,8600,56.6026181,-61.7363657,56.602246,-61.7364066,0.0003743410477092546
80.0,1370.0,100.0,860.0,800,13700,1000,8600,56.604491,-61.7363182,56.6041584,-61.7363825,0.00033875839472972236
90.0,1370.0,110.0,860.0,900,13700,1100,8600,56.606364,-61.7362705,56.6060709,-61.7363585,0.0003060255054728054
100.0,1370.0,120.0,860.0,1000,13700,1200,8600,56.6082371,-61.7362229,56.6079837,-61.7363344,0.0002768461847274663
110.0,1370.0,130.0,860.0,1100,13700,1300,8600,56.6101102,-61.7361752,56.6098967,-61.7363103,0.0002526544280253007
120.0,1370.0,140.0,860.0,1200,13700,1400,8600,56.6119834,-61.7361275,56.61181,-61.7362862,0.00023506009869920489
130.0,1370.0,150.0,860.0,1300,13700,1500,8600,56.6138567,-61.7360798,56.6137235,-61.736262,0.00022569687636704236
140.0,1370.0,160.0,860.0,1400,13700,1600,8600,56.6157301,-61.736032,56.6156372,-61.7362378,0.00022579647915364624
150.0,1370.0,170.0,860.0,1500,13700,1700,8600,56.6176035,-61.7359842,56.6175511,-61.7362136,0.00023530856338236552
160.0,1370.0,180.0,860.0,1600,13700,1800,8600,56.6194769,-61.7359364,56.6194653,-61.7361893,0.00025316589422706297
170.0,1370.0,190.0,860.0,1700,13700,1900,8600,56.6213505,-61.7358886,56.6213797,-61.7361651,0.0002780375694021132
180.0,1370.0,200.0,860.0,1800,13700,2000,8600,56.6232241,-61.7358407,56.6232943,-61.7361408,0.00030820131408199964
190.0,1370.0,210.0,860.0,1900,13700,2100,8600,56.6250978,-61.7357927,56.6252092,-61.7361164,0.00034233265985309115
200.0,1370.0,220.0,860.0,2000,13700,2200,8600,56.6269716,-61.7357448,56.6271243,-61.7360921,0.0003793871110109926
210.0,1370.0,230.0,860.0,2100,13700,2300,8600,56.6288454,-61.7356968,56.6290396,-61.7360677,0.00041866508093985793
220.0,1370.0,240.0,860.0,2200,13700,2400,8600,56.6307193,-61.7356488,56.6309552,-61.7360433,0.00045965101979538234
230.0,1370.0,250.0,860.0,2300,13700,2500,8600,56.6325933,-61.7356008,56.632871,-61.7360188,0.00050183791207499
240.0,1370.0,260.0,850.0,2400,13700,2600,8500,56.6344673,-61.7355527,56.6346952,-61.7351087,0.00049907355169768
250.0,1370.0,270.0,850.0,2500,13700,2700,8500,56.6363414,-61.7355046,56.6366114,-61.7350842,0.0004996360275208058
260.0,1370.0,280.0,850.0,2600,13700,2800,8500,56.6382156,-61.7354564,56.6385278,-61.7350596,0.000504895117816969
270.0,1370.0,290.0,850.0,2700,13700,2900,8500,56.6400898,-61.7354083,56.6404445,-61.7350351,0.0005148692358318166
280.0,1370.0,300.0,850.0,2800,13700,3000,8500,56.6419641,-61.7353601,56.6423614,-61.7350105,0.000529213992631203
290.0,1370.0,310.0,850.0,2900,13700,3100,8500,56.6438385,-61.7353118,56.6442786,-61.7349859,0.0005476301854343574
300.0,1370.0,320.0,850.0,3000,13700,3200,8500,56.645713,-61.7352636,56.6461959,-61.7349613,0.0005697172105547169
310.0,1370.0,330.0,850.0,3100,13700,3300,8500,56.6475875,-61.7352153,56.6481135,-61.7349366,0.0005952727862099815
320.0,1370.0,340.0,850.0,3200,13700,3400,8500,56.6494621,-61.735167,56.6500314,-61.7349119,0.0006238417267231426
330.0,1370.0,350.0,850.0,3300,13700,3500,8500,56.6513367,-61.7351186,56.6519495,-61.7348872,0.0006550341975785285
340.0,1370.0,360.0,850.0,3400,13700,3600,8500,56.6532115,-61.7350702,56.6538678,-61.7348625,0.000688381420438902
350.0,1370.0,370.0,850.0,3500,13700,3700,8500,56.6550863,-61.7350218,56.6557863,-61.7348377,0.000723804400374939
360.0,1370.0,380.0,850.0,3600,13700,3800,8500,56.6569611,-61.7349734,56.6577051,-61.7348129,0.0007611151358412571
370.0,1370.0,390.0,850.0,3700,13700,3900,8500,56.6588361,-61.7349249,56.6596241,-61.7347881,0.0007997863714767837
380.0,1370.0,400.0,850.0,3800,13700,4000,8500,56.6607111,-61.7348764,56.6615433,-61.7347632,0.0008398637270385483
390.0,1370.0,410.0,850.0,3900,13700,4100,8500,56.6625862,-61.7348278,56.6634628,-61.7347383,0.0008811570858801269
400.0,1370.0,420.0,850.0,4000,13700,4200,8500,56.6644613,-61.7347792,56.6653825,-61.7347134,0.0009235470101738978
420.0,1370.0,430.0,850.0,4200,13700,4300,8500,56.6682118,-61.734682,56.6673024,-61.7346885,0.0009094232293099631
430.0,1370.0,440.0,850.0,4300,13700,4400,8500,56.6700872,-61.7346333,56.6692226,-61.7346635,0.0008651272738736673
440.0,1370.0,450.0,850.0,4400,13700,4500,8500,56.6719626,-61.7345846,56.671143,-61.7346385,0.0008213704219170445
450.0,1370.0,460.0,850.0,4500,13700,4600,8500,56.6738381,-61.7345359,56.6730637,-61.7346135,0.0007782783049762233
460.0,1370.0,470.0,850.0,4600,13700,4700,8500,56.6757137,-61.7344872,56.6749845,-61.7345885,0.0007362026419430499
470.0,1370.0,480.0,850.0,4700,13700,4800,8500,56.6775893,-61.7344384,56.6769056,-61.7345634,0.0006950328697290166
480.0,1370.0,490.0,850.0,4800,13700,4900,8500,56.679465,-61.7343895,56.678827,-61.7345383,0.0006551224618360675
490.0,1370.0,500.0,850.0,4900,13700,5000,8500,56.6813408,-61.7343407,56.6807486,-61.7345132,0.0006168120378215053
500.0,1370.0,510.0,850.0,5000,13700,5100,8500,56.6832167,-61.7342918,56.6826704,-61.734488,0.0005804637197989903
510.0,1370.0,520.0,850.0,5100,13700,5200,8500,56.6850926,-61.7342429,56.6845924,-61.7344628,0.0005464028275912299
520.0,1370.0,530.0,850.0,5200,13700,5300,8500,56.6869686,-61.7341939,56.6865147,-61.7344376,0.0005151843359445845
530.0,1370.0,540.0,850.0,5300,13700,5400,8500,56.6888446,-61.734145,56.6884372,-61.7344124,0.0004873166527006973
540.0,1370.0,550.0,850.0,5400,13700,5500,8500,56.6907208,-61.734096,56.6903599,-61.7343871,0.00046366800623065074
550.0,1370.0,560.0,850.0,5500,13700,5600,8500,56.692597,-61.7340469,56.6922829,-61.7343618,0.00044477052510003543
560.0,1370.0,570.0,850.0,5600,13700,5700,8500,56.6944732,-61.7339978,56.6942061,-61.7343365,0.0004313468441956598
570.0,1370.0,580.0,850.0,5700,13700,5800,8500,56.6963496,-61.7339487,56.6961296,-61.7343111,0.0004239501857525384
580.0,1370.0,590.0,850.0,5800,13700,5900,8500,56.698226,-61.7338996,56.6980533,-61.7342857,0.00042296394645422044
590.0,1370.0,600.0,850.0,5900,13700,6000,8500,56.7001025,-61.7338504,56.6999772,-61.7342603,0.000428623494457569
600.0,1370.0,610.0,850.0,6000,13700,6100,8500,56.701979,-61.7338012,56.7019013,-61.7342349,0.00044060524281426734
610.0,1370.0,620.0,840.0,6100,13700,6200,8400,56.7038556,-61.733752,56.7037301,-61.7333236,0.0004464043122579092
620.0,1370.0,630.0,840.0,6200,13700,6300,8400,56.7057323,-61.7337028,56.7056547,-61.7332981,0.0004120726270988337
630.0,1370.0,640.0,840.0,6300,13700,6400,8400,56.7076091,-61.7336535,56.7075795,-61.7332725,0.00038214808648379155
640.0,1370.0,650.0,840.0,6400,13700,6500,8400,56.7094859,-61.7336041,56.7095045,-61.733247,0.0003575840740325852
650.0,1370.0,660.0,840.0,6500,13700,6600,8400,56.7113628,-61.7335548,56.7114298,-61.7332214,0.00034006552309931746
660.0,1370.0,670.0,840.0,6600,13700,6700,8400,56.7132398,-61.7335054,56.7133553,-61.7331958,0.0003304427484488243
670.0,1370.0,680.0,840.0,6700,13700,6800,8400,56.7151168,-61.733456,56.715281,-61.7331702,0.0003296108007882314
680.0,1370.0,690.0,840.0,6800,13700,6900,8400,56.7169939,-61.7334065,56.717207,-61.7331445,0.0003377212015865975
690.0,1370.0,700.0,840.0,6900,13700,7000,8400,56.7188711,-61.7333571,56.7191332,-61.7331188,0.00035423622062121543
700.0,1370.0,710.0,840.0,7000,13700,7100,8400,56.7207484,-61.7333076,56.7210597,-61.7330931,0.0003780448915172958
710.0,1370.0,720.0,840.0,7100,13700,7200,8400,56.7226257,-61.733258,56.7229864,-61.7330674,0.0004079618241940928
720.0,1370.0,730.0,840.0,7200,13700,7300,8400,56.7245031,-61.7332084,56.7249133,-61.7330416,0.00044281630502807
730.0,1370.0,740.0,840.0,7300,13700,7400,8400,56.7263806,-61.7331588,56.7268404,-61.7330158,0.00048152366504858405
740.0,1370.0,750.0,840.0,7400,13700,7500,8400,56.7282581,-61.7331092,56.7287678,-61.7329899,0.0005234754817586499
750.0,1370.0,760.0,840.0,7500,13700,7600,8400,56.7301357,-61.7330595,56.7306954,-61.7329641,0.0005677721814296485
760.0,1370.0,770.0,840.0,7600,13700,7700,8400,56.7320134,-61.7330098,56.7326233,-61.7329382,0.0006140884056880531
770.0,1370.0,780.0,840.0,7700,13700,7800,8400,56.7338911,-61.7329601,56.7345514,-61.7329123,0.0006620278921612912
780.0,1370.0,790.0,840.0,7800,13700,7900,8400,56.735769,-61.7329104,56.7364797,-61.7328863,0.0007111085008624836
790.0,1370.0,800.0,840.0,7900,13700,8000,8400,56.7376468,-61.7328606,56.7384083,-61.7328604,0.000761500026266921
800.0,1370.0,810.0,840.0,8000,13700,8100,8400,56.7395248,-61.7328107,56.7403371,-61.7328344,0.0008126456669420028
810.0,1370.0,820.0,840.0,8100,13700,8200,8400,56.7414028,-61.7327609,56.7422662,-61.7328083,0.0008647001329941448
820.0,1370.0,830.0,840.0,8200,13700,8300,8400,56.7432809,-61.732711,56.7441954,-61.7327823,0.0009172752803820336
840.0,1370.0,840.0,840.0,8400,13700,8400,8400,56.7470374,-61.7326111,56.7461249,-61.7327562,0.0009239644257270722
850.0,1370.0,850.0,840.0,8500,13700,8500,8400,56.7489157,-61.7325612,56.7480547,-61.7327301,0.0008774099440969712
860.0,1370.0,860.0,840.0,8600,13700,8600,8400,56.7507941,-61.7325111,56.7499847,-61.7327039,0.0008320457920089412
870.0,1370.0,870.0,840.0,8700,13700,8700,8400,56.7526725,-61.7324611,56.7519149,-61.7326778,0.0007879826457468409
880.0,1370.0,880.0,840.0,8800,13700,8800,8400,56.754551,-61.732411,56.7538454,-61.7326516,0.0007454929375881393
890.0,1370.0,890.0,840.0,8900,13700,8900,8400,56.7564296,-61.7323609,56.755776,-61.7326253,0.0007050534164154142
900.0,1370.0,900.0,840.0,9000,13700,9000,8400,56.7583083,-61.7323108,56.757707,-61.7325991,0.000666842245212576
910.0,1370.0,910.0,840.0,9100,13700,9100,8400,56.760187,-61.7322606,56.7596381,-61.7325728,0.000631474504638154
920.0,1370.0,920.0,840.0,9200,13700,9200,8400,56.7620659,-61.7322104,56.7615695,-61.7325465,0.000599479916262297
930.0,1370.0,930.0,840.0,9300,13700,9300,8400,56.7639447,-61.7321602,56.7635012,-61.7325202,0.0005712199663903705
940.0,1370.0,940.0,840.0,9400,13700,9400,8400,56.7658237,-61.7321099,56.7654331,-61.7324938,0.0005476746935899488
950.0,1370.0,950.0,840.0,9500,13700,9500,8400,56.7677027,-61.7320596,56.7673652,-61.7324674,0.0005293459076998838
960.0,1370.0,960.0,840.0,9600,13700,9600,8400,56.7695818,-61.7320093,56.7692975,-61.732441,0.0005169055813186139
970.0,1370.0,970.0,840.0,9700,13700,9700,8400,56.771461,-61.731959,56.7712301,-61.7324145,0.0005106809767329915
980.0,1370.0,980.0,830.0,9800,13700,9800,8300,56.7733402,-61.7319086,56.7730643,-61.7315022,0.0004912044075490191
990.0,1370.0,990.0,830.0,9900,13700,9900,8300,56.7752195,-61.7318582,56.7749974,-61.7314756,0.0004423925519228588
1000.0,1370.0,1000.0,830.0,10000,13700,10000,8300,56.7770989,-61.7318077,56.7769306,-61.7314491,0.0003961298398232495
1010.0,1370.0,1010.0,830.0,10100,13700,10100,8300,56.7789784,-61.7317572,56.7788641,-61.7314225,0.00035367863944188736
1020.0,1370.0,1020.0,830.0,10200,13700,10200,8300,56.7808579,-61.7317067,56.7807978,-61.731396,0.00031645931808032705
1030.0,1370.0,1030.0,830.0,10300,13700,10300,8300,56.7827375,-61.7316562,56.7827318,-61.7313693,0.00028695661693629225
1040.0,1370.0,1040.0,830.0,10400,13700,10400,8300,56.7846171,-61.7316056,56.784666,-61.7313427,0.00026740908735817226
1050.0,1370.0,1050.0,830.0,10500,13700,10500,8300,56.7864969,-61.731555,56.7866004,-61.731316,0.0002604481714259445
1060.0,1370.0,1060.0,830.0,10600,13700,10600,8300,56.7883767,-61.7315044,56.7885351,-61.7312893,0.00026713024912616005
1070.0,1370.0,1070.0,830.0,10700,13700,10700,8300,56.7902566,-61.7314537,56.79047,-61.7312626,0.0002864590197580174
1080.0,1370.0,1080.0,830.0,10800,13700,10800,8300,56.7921365,-61.731403,56.7924051,-61.7312358,0.00031638868501081225
1090.0,1370.0,1090.0,830.0,10900,13700,10900,8300,56.7940165,-61.7313523,56.7943405,-61.731209,0.0003542751614194396
1100.0,1370.0,1100.0,830.0,11000,13700,11000,8300,56.7958966,-61.7313015,56.7962761,-61.7311822,0.0003978099294904292
1110.0,1370.0,1110.0,830.0,11100,13700,11100,8300,56.7977768,-61.7312507,56.798212,-61.7311553,0.0004455336126471158
1120.0,1370.0,1120.0,830.0,11200,13700,11200,8300,56.799657,-61.7311999,56.8001481,-61.7311285,0.0004962632063717107
1130.0,1370.0,1130.0,830.0,11300,13700,11300,8300,56.8015373,-61.731149,56.8020844,-61.7311015,0.0005491581375146213
1140.0,1370.0,1140.0,830.0,11400,13700,11400,8300,56.8034177,-61.7310981,56.804021,-61.7310746,0.0006037575175530821
1150.0,1370.0,1150.0,830.0,11500,13700,11500,8300,56.8052982,-61.7310472,56.8059578,-61.7310476,0.0006596001212843762
1160.0,1370.0,1160.0,830.0,11600,13700,11600,8300,56.8071787,-61.7309963,56.8078948,-61.7310207,0.0007165155755442425
1170.0,1370.0,1170.0,830.0,11700,13700,11700,8300,56.8090593,-61.7309453,56.8098321,-61.7309936,0.0007743079038726402
1180.0,1370.0,1180.0,830.0,11800,13700,11800,8300,56.81094,-61.7308943,56.8117697,-61.7309666,0.0008328441510841068
1190.0,1370.0,1190.0,830.0,11900,13700,11900,8300,56.8128207,-61.7308432,56.8137074,-61.7309395,0.0008919139980910267
1199.9,1370.0,1199.9,830.0,11999,13700,11999,8300,56.8146827,-61.7307926,56.815626,-61.7309127,0.000950914770105506
0.0,1380.0,20.0,870.0,0,13800,200,8700,56.5895749,-61.73762,56.5889569,-61.7374597,0.0006384513215608211
10.0,1380.0,30.0,870.0,100,13800,300,8700,56.5914474,-61.7375726,56.5908676,-61.7374359,0.0005956970119080752
20.0,1380.0,40.0,870.0,200,13800,400,8700,56.59332,-61.7375252,56.5927786,-61.737412,0.0005531077652644771
30.0,1380.0,50.0,870.0,300,13800,500,8700,56.5951926,-61.7374778,56.5946898,-61.7373881,0.000510738612208095
40.0,1380.0,60.0,870.0,400,13800,600,8700,56.5970653,-61.7374303,56.5966013,-61.7373642,0.0004686845527580135
50.0,1380.0,70.0,870.0,500,13800,700,8700,56.5989381,-61.7373828,56.598513,-61.7373403,0.0004272192177335253
60.0,1380.0,80.0,870.0,600,13800,800,8700,56.6008109,-61.7373353,56.6004249,-61.7373163,0.00038646733367638994
70.0,1380.0,90.0,870.0,700,13800,900,8700,56.6026839,-61.7372878,56.602337,-61.7372923,0.00034692918586171377
80.0,1380.0,100.0,870.0,800,13800,1000,8700,56.6045568,-61.7372402,56.6042494,-61.7372683,0.00030868166449891016
90.0,1380.0,110.0,870.0,900,13800,1100,8700,56.6064299,-61.7371926,56.606162,-61.7372442,0.000272824064191952
100.0,1380.0,120.0,870.0,1000,13800,1200,8700,56.608303,-61.737145,56.6080748,-61.7372201,0.00024023998418574758
110.0,1380.0,130.0,870.0,1100,13800,1300,8700,56.6101762,-61.7370973,56.6099879,-61.737196,0.00021259957666522797
120.0,1380.0,140.0,870.0,1200,13800,1400,8700,56.6120495,-61.7370496,56.6119012,-61.7371719,0.00019222429607114886
130.0,1380.0,150.0,870.0,1300,13800,1500,8700,56.6139228,-61.7370018,56.6138147,-61.7371477,0.0001815830939255858
140.0,1380.0,160.0,870.0,1400,13800,1600,8700,56.6157962,-61.7369541,56.6157285,-61.7371235,0.00018242710873341017
150.0,1380.0,170.0,870.0,1500,13800,1700,8700,56.6176696,-61.7369063,56.6176425,-61.7370993,0.00019489332979414283
160.0,1380.0,180.0,870.0,1600,13800,1800,8700,56.6195432,-61.7368585,56.6195567,-61.7370751,0.00021702029859110736
170.0,1380.0,190.0,870.0,1700,13800,1900,8700,56.6214168,-61.7368106,56.6214712,-61.7370508,0.00024628317035586264
180.0,1380.0,200.0,870.0,1800,13800,2000,8700,56.6232905,-61.7367627,56.6233859,-61.7370265,0.00028052023099833404
190.0,1380.0,210.0,870.0,1900,13800,2100,8700,56.6251642,-61.7367148,56.6253008,-61.7370022,0.0003182111248810012
200.0,1380.0,220.0,870.0,2000,13800,2200,8700,56.627038,-61.7366668,56.627216,-61.7369778,0.0003583364340911079
210.0,1380.0,230.0,870.0,2100,13800,2300,8700,56.6289119,-61.7366189,56.6291314,-61.7369534,0.00040008811528954765
220.0,1380.0,240.0,870.0,2200,13800,2400,8700,56.6307858,-61.7365708,56.631047,-61.736929,0.00044332006496751567
230.0,1380.0,250.0,870.0,2300,13800,2500,8700,56.6326599,-61.7365228,56.6329628,-61.7369046,0.00048735987729847874
240.0,1380.0,260.0,870.0,2400,13800,2600,8700,56.634534,-61.7364747,56.6348789,-61.7368801,0.0005322641919149466
250.0,1380.0,270.0,860.0,2500,13800,2700,8600,56.6364081,-61.7364266,56.6367033,-61.7359699,0.0005437995310800823
260.0,1380.0,280.0,860.0,2600,13800,2800,8600,56.6382823,-61.7363785,56.6386198,-61.7359454,0.0005490736380507268
270.0,1380.0,290.0,860.0,2700,13800,2900,8600,56.6401566,-61.7363303,56.6405365,-61.7359208,0.0005585823663538157
280.0,1380.0,300.0,860.0,2800,13800,3000,8600,56.642031,-61.7362821,56.6424535,-61.7358962,0.0005722106779827534
290.0,1380.0,310.0,860.0,2900,13800,3100,8600,56.6439054,-61.7362339,56.6443707,-61.7358716,0.0005897163555482087
300.0,1380.0,320.0,860.0,3000,13800,3200,8600,56.6457799,-61.7361856,56.6462881,-61.735847,0.0006106694686965838
310.0,1380.0,330.0,860.0,3100,13800,3300,8600,56.6476545,-61.7361373,56.6482058,-61.7358223,0.0006349462103186621
320.0,1380.0,340.0,860.0,3200,13800,3400,8600,56.6495292,-61.736089,56.6501237,-61.7357976,0.000662075682984217
330.0,1380.0,350.0,860.0,3300,13800,3500,8600,56.6514039,-61.7360406,56.6520418,-61.7357729,0.0006917945504283013
340.0,1380.0,360.0,860.0,3400,13800,3600,8600,56.6532787,-61.7359923,56.6539602,-61.7357482,0.0007238971335739845
350.0,1380.0,370.0,860.0,3500,13800,3700,8600,56.6551535,-61.7359438,56.6558788,-61.7357234,0.0007580476568202013
360.0,1380.0,380.0,860.0,3600,13800,3800,8600,56.6570285,-61.7358954,56.6577976,-61.7356986,0.0007938797453003676
370.0,1380.0,390.0,860.0,3700,13800,3900,8600,56.6589034,-61.7358469,56.6597166,-61.7356738,0.0008314191782755633
380.0,1380.0,400.0,860.0,3800,13800,4000,8600,56.6607785,-61.7357984,56.6616359,-61.7356489,0.0008703361477047067
390.0,1380.0,410.0,860.0,3900,13800,4100,8600,56.6626536,-61.7357499,56.6635555,-61.735624,0.0009106450570910382
410.0,1380.0,420.0,860.0,4100,13800,4200,8600,56.6664041,-61.7356527,56.6654752,-61.7355991,0.0009304451461513625
420.0,1380.0,430.0,860.0,4200,13800,4300,8600,56.6682795,-61.735604,56.6673952,-61.7355742,0.000884801972190533
430.0,1380.0,440.0,860.0,4300,13800,4400,8600,56.6701549,-61.7355554,56.6693154,-61.7355492,0.0008395228942658228
440.0,1380.0,450.0,860.0,4400,13800,4500,8600,56.6720304,-61.7355067,56.6712359,-61.7355242,0.0007946927079044247
450.0,1380.0,460.0,860.0,4500,13800,4600,8600,56.6739059,-61.735458,56.6731566,-61.7354992,0.0007504318290182098
460.0,1380.0,470.0,860.0,4600,13800,4700,8600,56.6757815,-61.7354092,56.6750775,-61.7354742,0.0007069943422676034
470.0,1380.0,480.0,860.0,4700,13800,4800,8600,56.6776572,-61.7353604,56.6769987,-61.7354491,0.0006644470934544047
480.0,1380.0,490.0,860.0,4800,13800,4900,8600,56.679533,-61.7353116,56.6789201,-61.735424,0.0006231213124263587
490.0,1380.0,500.0,860.0,4900,13800,5000,8600,56.6814088,-61.7352627,56.6808417,-61.7353989,0.0005832262425487541
500.0,1380.0,510.0,860.0,5000,13800,5100,8600,56.6832847,-61.7352138,56.6827636,-61.7353737,0.0005450809297712103
510.0,1380.0,520.0,860.0,5100,13800,5200,8600,56.6851607,-61.7351649,56.6846857,-61.7353485,0.0005092484266000531
520.0,1380.0,530.0,860.0,5200,13800,5300,8600,56.6870367,-61.735116,56.686608,-61.7353233,0.00047619006709533177
530.0,1380.0,540.0,860.0,5300,13800,5400,8600,56.6889129,-61.735067,56.6885306,-61.735298,0.00044667022510843583
540.0,1380.0,550.0,860.0,5400,13800,5500,8600,56.690789,-61.735018,56.6904533,-61.7352728,0.0004214469480264168
550.0,1380.0,560.0,860.0,5500,13800,5600,8600,56.6926653,-61.7349689,56.6923764,-61.7352475,0.00040134918711941155
