pair,method,attempted_tiles,accepted_tiles,final_inliers,final_inlier_ratio,spatial_occupancy,spatial_cv,check_rmse_px,check_mean_px,check_median_px,check_max_px,checks_lt_1px_pct,runtime_s
Pair 01,Quickness V5,3,2,323,1.0,0.6666666666666666,0.7735726408292962,9.965418815612793,9.527406692504883,8.926105499267578,15.283612251281738,0.0,43.841310200004955
