pair,method,attempted_tiles,accepted_tiles,balanced_points,final_inliers,final_inlier_ratio,spatial_occupancy,spatial_cv,check_rmse_px,check_mean_px,check_median_px,check_max_px,checks_lt_1px_pct,global_loftr_runtime_s,total_runtime_s
Pair 01,Quickness V6 refinement-only,6,4,552,490,0.8876811594202898,0.6666666666666666,0.8911102444264585,9.22384262084961,8.476724624633789,9.41657543182373,16.80631446838379,0.0,10.970348099996045,77.74332489999506
