pair,loftr_success,loftr_runtime_s,n_candidates,n_inliers,inlier_ratio,spatial_occupancy,spatial_cv,geo_points,geo_inlier_ratio,median_geo_visual_disagreement_px,p90_geo_visual_disagreement_px,max_geo_visual_disagreement_px,provisional_decision
Pair 01,True,14.412791099999595,1460,712,0.4876712328767123,0.5555555555555556,1.1851569336821461,10800,0.9403703703703704,74.04011535644531,77.80766296386719,80.1741943359375,PROVISIONAL TILED REFINEMENT
Pair 03,True,12.164331399999355,958,157,0.1638830897703549,0.6666666666666666,0.788832352907222,2148,0.9892923649906891,1678.1324462890625,1856.5513916015625,1925.38671875,PROVISIONAL TILED REFINEMENT
Pair 04,True,11.815759099998104,3712,792,0.21336206896551724,1.0,0.4419985498731764,5777,0.9968841959494548,227.9768829345703,231.5439453125,237.3961639404297,PROVISIONAL TILED REFINEMENT
Pair 05,True,11.541522300001816,3771,1396,0.3701935826040838,1.0,0.5574934682736268,7334,1.0,3.734814167022705,6.565979957580566,9.052648544311523,PROVISIONAL FAST PATH
